Anger,Sadness,Fear,Joy,Disgust,userId,username,userGroup,userLoginTime,inputTime,inputText
0.081043408,0.35526135,0.165281469,0.000808566,0.076598068,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-23-21-00-00,She had no other option but I feel with guilt because I m not sure she was mentally prepared for it
,,,,,,,,,,
0.066806278,0.242870335,0.157848941,0.010770797,0.063732161,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-23-21-00-00,Feeling a bit guilty actually a friend came in for help and things t go as expected
,,,,,,,,,,
0.056172613,0.048190595,0.064797961,0.008711236,0.044526504,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-23-21-00-00,I was just expecting to give her a clean she ended up needing an extraction
,,,,,,,,,,
0.042425612,0.185242658,0.08460181,0.003912802,0.040203551,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-23-21-00-00,A friend came in with some pain
,,,,,,,,,,
0.051150786,0.084199312,0.139057074,0.004607336,0.0542375,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-23-21-00-00,She has mental health issues
,,,,,,,,,,
0.039330786,0.048770686,0.054485522,0.029640579,0.027126844,19g68kmhum5mf,system67711,Frank,2021-03-21-01-32-40,2021-03-23-21-00-00,Work went well I guess
,,,,,,,,,,
